0.00, -0.209333,-0.205147,-0.20096,-0.196773,-0.192587,-0.1884,-0.184213,-0.180027,-0.17584,-0.171653,-0.167467,-0.16328,-0.159093,-0.154907,-0.15072,-0.146533,-0.142347,-0.13816,-0.133973,-0.129787,-0.1256,-0.121413,-0.117227,-0.11304,-0.108853,-0.104667,-0.10048,-0.0962935,-0.0921068,-0.0879201,-0.0837335,-0.0795468,-0.0753601,-0.0711735,-0.0669868,-0.0628001,-0.0586134,-0.0544268,-0.0502401,-0.0460534,-0.0418668,-0.0376801,-0.0334934,-0.0293068,-0.0251201,-0.0209334,-0.0167468,-0.0125601,-0.00837344,-0.00418677,-1.08033e-007,0.00418656,0.00837323,0.0125599,0.0167466,0.0209332,0.0251199,0.0293066,0.0334932,0.0376799,0.0418666,0.0460532,0.0502399,0.0544266,0.0586132,0.0627999,0.0669866,0.0711732,0.0753599,0.0795466,0.0837332,0.0879199,0.0921066,0.0962932,0.10048,0.104667,0.108853,0.11304,0.117227,0.121413,0.1256,0.129787,0.133973,0.13816,0.142347,0.146533,0.15072,0.154907,0.159093,0.16328,0.167467,0.171653,0.17584,0.180026,0.184213,0.1884,0.192586,0.196773,0.20096,0.205146,
-0.3, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9889,-50.9645,-45.94,-40.9156,-35.8912,-30.8667,-25.8423,-20.8179,-15.7934,-10.769,-5.74456,-0.72013,1.43477,3.10958,4.78439,6.4592,8.13401,9.80882,11.4836,13.1584,14.8333,16.5081,18.1829,19.8577,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.294, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9745,-50.9501,-45.9256,-40.9012,-35.8768,-30.8523,-25.8279,-20.8035,-15.779,-10.7546,-5.73016,-0.70573,1.43957,3.11438,4.78919,6.464,8.13881,9.81362,11.4884,13.1632,14.8381,16.5129,18.1877,19.8625,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.288, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9601,-50.9357,-45.9112,-40.8868,-35.8624,-30.8379,-25.8135,-20.7891,-15.7646,-10.7402,-5.71576,-0.69133,1.44437,3.11918,4.79399,6.4688,8.14361,9.81842,11.4932,13.168,14.8429,16.5177,18.1925,19.8673,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.282, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9457,-50.9213,-45.8968,-40.8724,-35.848,-30.8235,-25.7991,-20.7747,-15.7502,-10.7258,-5.70136,-0.67693,1.44917,3.12398,4.79879,6.4736,8.14841,9.82322,11.498,13.1728,14.8477,16.5225,18.1973,19.8721,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.276, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9313,-50.9069,-45.8824,-40.858,-35.8336,-30.8091,-25.7847,-20.7603,-15.7358,-10.7114,-5.68696,-0.66253,1.45397,3.12878,4.80359,6.4784,8.15321,9.82802,11.5028,13.1776,14.8525,16.5273,18.2021,19.8769,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.27, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9169,-50.8925,-45.868,-40.8436,-35.8192,-30.7947,-25.7703,-20.7459,-15.7214,-10.697,-5.67256,-0.64813,1.45877,3.13358,4.80839,6.4832,8.15801,9.83282,11.5076,13.1824,14.8573,16.5321,18.2069,19.8817,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.264, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.9025,-50.8781,-45.8536,-40.8292,-35.8048,-30.7803,-25.7559,-20.7315,-15.707,-10.6826,-5.65816,-0.63373,1.46357,3.13838,4.81319,6.488,8.16281,9.83762,11.5124,13.1872,14.8621,16.5369,18.2117,19.8865,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.258, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.8881,-50.8637,-45.8392,-40.8148,-35.7904,-30.7659,-25.7415,-20.7171,-15.6926,-10.6682,-5.64376,-0.61933,1.46837,3.14318,4.81799,6.4928,8.16761,9.84242,11.5172,13.192,14.8669,16.5417,18.2165,19.8913,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
-0.252, -60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-55.8737,-50.8493,-45.8248,-40.8004,-35.776,-30.7515,-25.7271,-20.7027,-15.6782,-10.6538,-5.62936,-0.60493,1.47317,3.14798,4.82279,6.4976,8.17241,9.84722,11.522,13.1968,14.8717,16.5465,18.2213,19.8961,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
